LIST SIZE;N SEARCHES;STDEV
100;1;0.21242645786248002
100;1;0.28460498941515416
100;1;0.32920358442763037
100;1;0.3577708763999664
100;1;0.375
100;1;0.3834057902536162
100;1;0.3845451859014751
100;1;0.3794733192202055
100;1;0.36895121628746536
100;1;0.3535533905932738
100;1;0.3337289319193048
100;1;0.3098386676965934
100;1;0.28217902119044924
100;1;0.2509980079602227
100;1;0.21650635094610965
100;1;0.17888543819998315
100;1;0.13829316685939336
100;1;0.09486832980505137
100;1;0.04873397172404486
100;1;0.0
1000;null;0.07035712472806148
1000;1;0.09899999999999999
1000;1;0.12063736983207152
1000;1;0.13859292911256332
1000;1;0.15416103593320848
1000;1;0.1680089283341811
1000;1;0.18053496891184265
1000;1;0.19199999999999998
1000;1;0.20258609280994588
1000;1;0.21242645786248002
1000;1;0.22162214465165703
1000;1;0.25846373053099736
1000;1;0.2655531961773384
1000;1;0.27229349973879285
1000;1;0.2787113201863175
1000;1;0.284829773724588
1000;1;0.2906690558005788
1000;1;0.29624694091247594
1000;1;0.3015791770000044
1000;1;0.306679800443394
1000;1;0.31156139041928804
1000;1;0.3162352763370969
1000;1;0.3207117085483472
1000;1;0.325
1000;1;0.32910864467528056
1000;1;0.3330454173232234
1000;1;0.33681745797983803
1000;1;0.3404313440328313
1000;1;0.3438931520109117
1000;1;0.3472085108403882
1000;1;0.3503826479721849
1000;1;0.36989728303949465
1000;1;0.37256291415008
1000;1;0.37511065034200236
1000;1;0.3775438716228882
1000;1;0.3798657657646974
1000;1;0.3820793438541268
1000;1;0.38418745424597106
1000;1;0.3861927951166359
1000;1;0.3880979257867786
1000;1;0.38990527695839156
1000;1;0.39161715999174496
1000;1;0.3932357753307806
1000;1;0.39476322017128196
1000;1;0.39620149545401784
1000;1;0.39755251225467064
1000;1;0.39881809763349513
1000;1;0.4
1000;1;0.40109989404137225
1000;1;0.40211938525766183
1000;1;0.40306001414181475
1000;1;0.4039232600383396
1000;1;0.41710430350213357
1000;1;0.41770892975851015
1000;1;0.41824335021611536
1000;1;0.4187087293095286
1000;1;0.4191061917939174
1000;1;0.4194368248020196
1000;1;0.4197016797679037
1000;1;0.41990177422821184
1000;1;0.4200380935105767
1000;1;0.4312296372004131
1000;1;0.4311622374466485
1000;1;0.43103596137677425
